         328516 function calls (321470 primitive calls) in 14.906 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      268    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.affine_transform}
      122    0.001    0.000    0.035    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\patches.py:154(contains_point)
      598    0.001    0.000    0.002    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:2573(get_matrix)
     1738    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\ma\core.py:1368(getmask)
        8    0.001    0.000    0.046    0.006 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\axis.py:1074(_update_ticks)
     6241    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
     5232    0.001    0.000    0.001    0.000 {built-in method builtins.id}
      222    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      100    0.001    0.000    2.488    0.025 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\animation.py:1437(_step)
      166    0.001    0.000    0.005    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:788(from_extents)
      533    0.001    0.000    0.003    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\core\fromnumeric.py:2551(amax)
      256    0.001    0.000    0.013    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:347(xmin)
      603    0.001    0.000    0.002    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\colors.py:115(_is_nth_color)
      676    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\lib\function_base.py:257(iterable)
      346    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
      306    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\ma\core.py:677(getdata)
      118    0.001    0.000    0.272    0.002 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\core\_methods.py:97(_clip)
       32    0.001    0.000    0.001    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      562    0.001    0.000    0.001    0.000 {built-in method builtins.max}
      308    0.001    0.000    0.005    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\ma\core.py:3687(filled)
      103    0.001    0.000    0.016    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\ma\core.py:5766(max)
      104    0.001    0.000    0.077    0.001 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
      244    0.001    0.000    0.002    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:2415(__init__)
     3092    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\core\multiarray.py:707(dot)
     1040    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
     1034    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\artist.py:338(pchanged)
      114    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\lines.py:1146(set_linestyle)
      104    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:78(acquire)
      728    0.001    0.000    0.056    0.000 <frozen importlib._bootstrap_external>:74(_path_stat)
      236    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\core\fromnumeric.py:3037(ndim)
     3184    0.001    0.000    0.001    0.000 {built-in method builtins.len}
      101    0.001    0.000    2.704    0.027 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\tkinter\__init__.py:747(callit)
      162    0.001    0.000    0.004    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\markers.py:292(set_marker)
      306    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\core\numerictypes.py:365(issubdtype)
      100    0.001    0.000    2.476    0.025 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\animation.py:1188(_draw_next_frame)
